DATE,ROOM,BANDS,ADV,DOS,TOTAL ADV,ADV IN,NEED,LEFT,TOTAL DOS,DOS IN,FINAL,FINAL NEED ,CLE TAX TAKEN,BAND PAYOUT,TOTAL COUNT,REMAINING,BAR RINGS,,,
8/21/19,TAVERN,Jack Broadbent,$17.00,$25.00,0,$0.00,"$1,000.00","$1,000.00",5,$125.00,$125.00,$875.00,N/A,$250.00,5,-$125.00,$0.00,,,
9/4/19,BALLROOM,Dirtwire,$18.00,$21.00,10,$180.00,"$2,000.00","$1,820.00",0,$0.00,$180.00,"-$1,820.00",$7.20,"$2,000.00",10,"-$1,827.20",$0.00,,,
9/7/19,TAVERN,The Roosevelts,$13.00,$15.00,0,$0.00,$700.00,$700.00,0,$0.00,$0.00,$700.00,N/A,$700.00,0,-$700.00,$0.00,,,
9/8/19,TAVERN,T-Rextasy,$12.00,$12.00,0,$0.00,$300.00,$300.00,0,$0.00,$0.00,$300.00,N/A,$300.00,0,-$300.00,$0.00,,,
9/13/19,BALLROOM,Twin Peaks,$18.00,$20.00,69,"$1,242.00",$931.50,-$310.50,0,$0.00,"$1,242.00",$310.50,$49.68,"$1,204.74",69,-$12.42,$0.00,,,
9/20/19,BALLROOM,Band of Skulls,$25.00,$25.00,89,"$2,225.00","$7,000.00","$4,775.00",0,$0.00,"$2,225.00","-$4,775.00",$89.00,"$7,000.00",89,"-$4,864.00",$0.00,,,
9/24/19,TAVERN,Rose of the West,$10.00,$12.00,0,$0.00,$300.00,$300.00,0,$0.00,$0.00,$300.00,N/A,$300.00,0,-$300.00,$0.00,,,
9/26/19,AGORA,Mac Demarco,$38.99,$43.99,1234,"$48,113.66","$40,000.00","-$8,113.66",0,$0.00,"$48,113.66","$8,113.66","$3,849.09","$40,000.00",1234,"$2,468.00",N/A,,,
10/6/19,BALLROOM,Moonchild,$23.50,$26.00,0,$0.00,"$6,000.00","$6,000.00",0,$0.00,$0.00,"-$6,000.00",$0.00,"$6,500.00",0,"-$6,500.00",$0.00,,,
10/16/19,TAVERN,Bedroom + Dreamgirl,$15.00,$15.00,0,$0.00,"$1,000.00","$1,000.00",0,$0.00,$0.00,"$1,000.00",N/A,"$1,000.00",0,"-$1,000.00",$0.00,,,
10/23/19,BALLROOM,BJ The Chicago Kid,$20.00,$25.00,0,$0.00,"$6,500.00","$6,500.00",0,$0.00,$0.00,"-$6,500.00",$0.00,"$6,500.00",0,"-$6,500.00",$0.00,,,
10/24/19,TAVERN,Oginalii,$10.00,$10.00,0,$0.00,$0.00,$0.00,0,$0.00,$0.00,$0.00,N/A,$0.00,0,$0.00,$350.33,,,
10/28/19,TAVERN,Jonathan Bree,$15.00,$15.00,11,$165.00,"$1,000.00",$835.00,0,$0.00,$165.00,$835.00,N/A,"$1,000.00",11,-$835.00,$0.00,,,
11/6/19,BALLROOM,Amber Run,$18.00,$20.00,56,"$1,008.00","$5,000.00","$3,992.00",0,$0.00,"$1,008.00","-$3,992.00",$40.32,"$5,000.00",56,"-$4,032.32",$0.00,,,
11/9/19,BALLROOM,Ripe,$16.00,$18.00,28,$448.00,"$3,000.00","$2,552.00",0,$0.00,$448.00,"-$2,552.00",$17.92,"$3,000.00",28,"-$2,569.92",$0.00,,,
,,,,,,,,,,,,,,,,,,,,
